,1,2,3,4,5
0,0.10004002490438495,0.10004002490438495,0.10004002490438495,0.10004002490438495,0.10004002490438495
1,0.14248865961042426,0.13721871386640577,0.12274304011384862,0.12274304011384862,0.12274304011384862
2,0.1549853242017255,0.17920039135462065,0.1662590056034866,0.1662590056034866,0.1662590056034866
3,0.17644312016365737,0.19805656853153072,0.203771235435382,0.203771235435382,0.203771235435382
4,0.21831361736191407,0.23801476474250644,0.24290669750066707,0.24290669750066707,0.24290669750066707
5,0.2225607044383172,0.23376767766610335,0.2581828693409232,0.2581828693409232,0.2581828693409232
6,0.2377034599306235,0.23734768300275727,0.27132437961398204,0.27132437961398204,0.27132437961398204
7,0.25166770434937297,0.2476207417948946,0.27490438495063596,0.27490438495063596,0.27490438495063596
8,0.26810015120519437,0.2721471137596727,0.2793071244329805,0.2793071244329805,0.2793071244329805
9,0.30594592190696435,0.3079694031842035,0.30114293338077025,0.30114293338077025,0.30114293338077025
10,0.32747042604287113,0.33829938628479944,0.3535977941830472,0.3535977941830472,0.3535977941830472
11,0.3821933647602953,0.3923330072044828,0.40342880014231075,0.40342880014231075,0.40342880014231075
12,0.41685937916926086,0.41243440362892464,0.4248198879302677,0.4248198879302677,0.4248198879302677
13,0.4420305968157965,0.44238637374366274,0.44583296273236683,0.44583296273236683,0.44583296273236683
14,0.46820243707195586,0.4625322422840879,0.4814328915769812,0.4814328915769812,0.4814328915769812
15,0.4845459396958107,0.4816997242728809,0.486747309436983,0.486747309436983,0.486747309436983
16,0.5161656141599217,0.5249488570666192,0.5244374277328115,0.5244374277328115,0.5244374277328115
17,0.5182113314951525,0.5322422840878769,0.5314640220581696,0.5314640220581696,0.5314640220581696
18,0.5280619051854487,0.5350440273948235,0.5315974384061194,0.5315974384061194,0.5315974384061194
19,0.5491194521035311,0.5510317530908121,0.5585475406919861,0.5585475406919861,0.5585475406919861
20,0.5325758249577515,0.5385573245575025,0.5366894956862047,0.5366894956862047,0.5366894956862047
21,0.5569465445165881,0.5511651694387619,0.5524993329182603,0.5524993329182603,0.5524993329182603
22,0.6037534465889887,0.5886996353286489,0.6005069821222093,0.6005069821222093,0.6005069821222093
23,0.6133149515253936,0.6018411456017078,0.6245219247531798,0.6245219247531798,0.6245219247531798
24,0.6250111180289958,0.6185848972694121,0.6222983189540159,0.6222983189540159,0.6222983189540159
25,0.6327715022680779,0.6258560882326781,0.6350840522992084,0.6350840522992084,0.6350840522992084
26,0.6166725962821311,0.5966379080316642,0.6242106199412968,0.6242106199412968,0.6242106199412968
27,0.6456461798452371,0.6380859201280797,0.6459797207151117,0.6459797207151117,0.6459797207151117
28,0.6475807168905097,0.6375522547362803,0.6429778528862403,0.6429778528862403,0.6429778528862403
29,0.6434225740460731,0.6454905274392956,0.6504269323134395,0.6504269323134395,0.6504269323134395
30,0.6606777550475852,0.6385084052299208,0.6468024548608022,0.6468024548608022,0.6468024548608022
31,0.6530285510984613,0.6444231966556969,0.6612558925553678,0.6612558925553678,0.6612558925553678
32,0.6665925464733612,0.6564751400871653,0.6661255892555368,0.6661255892555368,0.6661255892555368
33,0.6835141866049986,0.6726629903050787,0.6865827626078449,0.6865827626078449,0.6865827626078449
34,0.6959886151383082,0.6925864982655875,0.7002134661567198,0.7002134661567198,0.7002134661567198
35,0.6958774348483501,0.6942542026149604,0.6909632660321978,0.6909632660321978,0.6909632660321978
36,0.7148003201992351,0.7110201903406564,0.711042426398648,0.711042426398648,0.711042426398648
37,0.7185582139998221,0.7114649115004892,0.7139998221115361,0.7139998221115361,0.7139998221115361
38,0.7166014408965579,0.7065729787423286,0.7131770879658454,0.7131770879658454,0.7131770879658454
39,0.7082184470337098,0.6981677488214889,0.7020368229120342,0.7020368229120342,0.7020368229120342
40,0.7060615494085208,0.7079071422218269,0.7069065196122032,0.7069065196122032,0.7069065196122032
41,0.7188472827537135,0.7131326158498621,0.7171573423463489,0.7171573423463489,0.7171573423463489
42,0.7184025615938806,0.7129991995019123,0.7192030596815796,0.7192030596815796,0.7192030596815796
43,0.7158454149248421,0.7047496219870142,0.7053277594947968,0.7053277594947968,0.7053277594947968
44,0.721404429422752,0.7064617984523703,0.7091301254113671,0.7091301254113671,0.7091301254113671
45,0.7366138930890331,0.724606421773548,0.7373699190607489,0.7373699190607489,0.7373699190607489
46,0.7527350351329716,0.7449746508938895,0.7502223605799164,0.7502223605799164,0.7502223605799164
47,0.7552032375700436,0.7484212398825936,0.7504891932758161,0.7504891932758161,0.7504891932758161
48,0.7652761718402562,0.7582495775148982,0.767811082451303,0.767811082451303,0.767811082451303
49,0.767255181001512,0.7580272169349818,0.757271190963266,0.757271190963266,0.757271190963266
50,0.7741705950369119,0.7659654896379969,0.7659210175220137,0.7659210175220137,0.7659210175220137
51,0.7725918349195054,0.7593169082984969,0.7670550564795873,0.7670550564795873,0.7670550564795873
52,0.771946989237748,0.7691007738148181,0.7747264964867029,0.7747264964867029,0.7747264964867029
53,0.7752379258205105,0.775082273414569,0.773481277239171,0.773481277239171,0.773481277239171
54,0.7755492306323934,0.7730365560793383,0.7814640220581696,0.7814640220581696,0.7814640220581696
55,0.7901583207329005,0.7858000533665391,0.7889798096593436,0.7889798096593436,0.7889798096593436
56,0.7965623054344926,0.7912923596904741,0.790002668326959,0.790002668326959,0.790002668326959
57,0.7982300097838655,0.7895579471671262,0.7953170861869607,0.7953170861869607,0.7953170861869607
58,0.7992973405674642,0.8005203237570043,0.8004536155830294,0.8004536155830294,0.8004536155830294
